,0
0,0.0
1,-3.3006420901018124e-18
2,-4.4479102932113384e-20
3,-4.495467571851704e-22
4,-4.038696298032563e-24
,0
0,0.0
2,-4.4479102932113384e-20
4,-4.038696298032563e-24
